試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-11-28,VC長野トライデンツ,パナソニックパンサーズ,0,3,0,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,93,40,4,43.0,38.7,13.33,26,16,1,61.5,2,0.67,60,3,12,13,5.4,64,34,8,59.4,45,74,45,4,60.8,8,2.67,10.3,57.3
2020-11-28,パナソニックパンサーズ,VC長野トライデンツ,3,0,1,2,,深津英臣,3,■,■,■,nan,nan,2,1,0,50.0,50.0,0.33,0,0,0,-,3,1.00,15,1,1,2,8.3,0,0,0,-,5,,,,,,,,
2020-11-28,パナソニックパンサーズ,VC長野トライデンツ,3,0,1,4,,大竹壱青,3,■,■,■,nan,nan,20,11,0,55.0,55.0,3.67,8,1,0,12.5,1,0.33,11,0,3,3,0.0,0,0,0,-,12,,,,,,,,
2020-11-28,パナソニックパンサーズ,VC長野トライデンツ,3,0,1,5,,渡辺奏吾,2,nan,■,■,nan,nan,8,3,0,37.5,37.5,1.50,1,1,0,100.0,0,-,8,0,1,3,6.2,11,4,2,45.5,3,,,,,,,,
2020-11-28,パナソニックパンサーズ,VC長野トライデンツ,3,0,1,6,,白澤健児,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-28,パナソニックパンサーズ,VC長野トライデンツ,3,0,1,7,,久原翼,3,■,■,■,nan,nan,21,13,3,61.9,47.6,4.33,5,4,0,80.0,1,0.33,12,1,1,8,22.9,22,10,7,61.4,15,,,,,,,,
2020-11-28,パナソニックパンサーズ,VC長野トライデンツ,3,0,1,8,,仲本賢優,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-28,パナソニックパンサーズ,VC長野トライデンツ,3,0,1,9,,今村貴彦,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-28,パナソニックパンサーズ,VC長野トライデンツ,3,0,1,10,,山内晶大,3,■,■,■,nan,nan,11,8,0,72.7,72.7,2.67,0,0,0,-,2,0.67,14,2,1,5,21.4,0,0,0,-,12,,,,,,,,
2020-11-28,パナソニックパンサーズ,VC長野トライデンツ,3,0,1,13,,クビアクミハウ,1,■,nan,nan,nan,nan,4,2,1,50.0,25.0,2.00,0,0,0,-,0,-,4,0,0,0,0.0,1,1,0,100.0,2,,,,,,,,
2020-11-28,パナソニックパンサーズ,VC長野トライデンツ,3,0,1,16,L,伊賀亮平,3,〇,〇,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-28,パナソニックパンサーズ,VC長野トライデンツ,3,0,1,17,L,永野健,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,13,4,6,53.8,0,,,,,,,,
2020-11-28,パナソニックパンサーズ,VC長野トライデンツ,3,0,1,20,,新貴裕,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0,,,,,,,,
2020-11-28,パナソニックパンサーズ,VC長野トライデンツ,3,0,1,21,,兒玉康成,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-28,パナソニックパンサーズ,VC長野トライデンツ,3,0,1,22,,小宮雄一郎,3,■,■,■,nan,nan,8,7,0,87.5,87.5,2.33,0,0,0,-,1,0.33,7,0,1,1,0.0,1,1,0,100.0,8,,,,,,,,
2020-11-28,パナソニックパンサーズ,VC長野トライデンツ,3,0,1,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,74,45,4,60.8,55.4,15.00,14,6,0,42.9,8,2.67,73,4,8,22,10.3,48,20,15,57.3,57,93,40,4,43.0,2,0.67,5.4,59.4
2020-11-28,サントリーサンバーズ,JTサンダーズ広島,3,0,1,1,L,鶴田大樹,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,11,7,2,72.7,0,,,,,,,,
2020-11-28,サントリーサンバーズ,JTサンダーズ広島,3,0,1,3,,小野遥輝,3,■,■,■,nan,nan,7,4,1,57.1,42.9,1.33,0,0,0,-,0,-,13,0,5,5,0.0,1,1,0,100.0,4,,,,,,,,
2020-11-28,サントリーサンバーズ,JTサンダーズ広島,3,0,1,6,,季道帥,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-28,サントリーサンバーズ,JTサンダーズ広島,3,0,1,8,,柳田将洋,3,■,■,■,nan,nan,19,16,0,84.2,84.2,5.33,5,5,0,100.0,1,0.33,16,1,2,7,14.1,3,1,0,33.3,18,,,,,,,,
2020-11-28,サントリーサンバーズ,JTサンダーズ広島,3,0,1,9,,大宅真樹,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,1,0,0,50.0,0,0,0,-,1,,,,,,,,
2020-11-28,サントリーサンバーズ,JTサンダーズ広島,3,0,1,10,,藤中謙也,3,■,■,■,nan,nan,16,10,0,62.5,62.5,3.33,2,2,0,100.0,0,-,11,0,0,1,2.3,28,15,7,66.1,10,,,,,,,,
2020-11-28,サントリーサンバーズ,JTサンダーズ広島,3,0,1,11,,秦耕介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-28,サントリーサンバーズ,JTサンダーズ広島,3,0,1,12,,塩田達也,3,■,■,■,nan,nan,7,6,0,85.7,85.7,2.00,0,0,0,-,1,0.33,8,0,1,1,0.0,3,2,1,83.3,7,,,,,,,,
2020-11-28,サントリーサンバーズ,JTサンダーズ広島,3,0,1,13,,ムセルスキードミトリー,3,■,■,■,nan,nan,29,15,2,51.7,44.8,5.00,17,6,2,35.3,1,0.33,15,0,3,2,-1.7,0,0,0,-,16,,,,,,,,
2020-11-28,サントリーサンバーズ,JTサンダーズ広島,3,0,1,14,,加藤久典,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-28,サントリーサンバーズ,JTサンダーズ広島,3,0,1,15,,喜入祥充,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-28,サントリーサンバーズ,JTサンダーズ広島,3,0,1,19,,栗山雅史,3,□,□,□,nan,nan,5,3,1,60.0,40.0,1.00,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,3,,,,,,,,
2020-11-28,サントリーサンバーズ,JTサンダーズ広島,3,0,1,20,,西田寛基,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,1,0.33,6,0,0,1,4.2,0,0,0,-,1,,,,,,,,
2020-11-28,サントリーサンバーズ,JTサンダーズ広島,3,0,1,21,,佐藤謙次,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-,0,,,,,,,,
2020-11-28,サントリーサンバーズ,JTサンダーズ広島,3,0,1,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,83,54,4,65.1,60.2,18.00,24,13,2,54.2,4,1.33,74,2,12,17,4.4,46,26,10,67.4,60,68,26,6,38.2,6,2.00,7.5,55.0
2020-11-28,JTサンダーズ広島,サントリーサンバーズ,0,3,0,1,,安永拓弥,3,■,■,■,nan,nan,5,0,1,0.0,-20.0,-,0,0,0,-,0,-,4,0,0,0,0.0,1,0,0,0.0,0,,,,,,,,
2020-11-28,JTサンダーズ広島,サントリーサンバーズ,0,3,0,2,,小野寺太志,3,■,■,■,nan,nan,5,4,0,80.0,80.0,1.33,0,0,0,-,2,0.67,9,0,0,1,2.8,3,1,0,33.3,6,,,,,,,,
2020-11-28,JTサンダーズ広島,サントリーサンバーズ,0,3,0,3,,深津旭弘,3,■,■,■,nan,nan,1,1,0,100.0,100.0,0.33,0,0,0,-,1,0.33,3,0,0,1,8.3,0,0,0,-,2,,,,,,,,
2020-11-28,JTサンダーズ広島,サントリーサンバーズ,0,3,0,5,,井上慎一朗,1,nan,□,nan,nan,nan,2,0,1,0.0,-50.0,-,1,0,0,0.0,0,-,2,0,1,0,-12.5,4,1,2,50.0,0,,,,,,,,
2020-11-28,JTサンダーズ広島,サントリーサンバーズ,0,3,0,7,,八子大輔,1,nan,□,nan,nan,nan,4,1,0,25.0,25.0,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,1,,,,,,,,
2020-11-28,JTサンダーズ広島,サントリーサンバーズ,0,3,0,8,,武智洸史,3,■,■,■,nan,nan,17,8,2,47.1,35.3,2.67,3,1,0,33.3,2,0.67,6,0,2,2,0.0,17,6,5,50.0,10,,,,,,,,
2020-11-28,JTサンダーズ広島,サントリーサンバーズ,0,3,0,10,L,井上航,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-28,JTサンダーズ広島,サントリーサンバーズ,0,3,0,11,,久原大輝,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,1,1,0,100.0,0,,,,,,,,
2020-11-28,JTサンダーズ広島,サントリーサンバーズ,0,3,0,12,,合田心平,2,□,nan,□,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,5,0,0,1,5.0,0,0,0,-,0,,,,,,,,
2020-11-28,JTサンダーズ広島,サントリーサンバーズ,0,3,0,15,L,唐川大志,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,1,6,44.4,0,,,,,,,,
2020-11-28,JTサンダーズ広島,サントリーサンバーズ,0,3,0,16,,西知恕,1,nan,nan,□,nan,nan,3,1,0,33.3,33.3,1.00,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,1,,,,,,,,
2020-11-28,JTサンダーズ広島,サントリーサンバーズ,0,3,0,17,,金子聖輝,3,■,■,■,nan,nan,17,6,2,35.3,23.5,2.00,4,2,1,50.0,1,0.33,10,2,0,3,27.5,1,0,1,50.0,9,,,,,,,,
2020-11-28,JTサンダーズ広島,サントリーサンバーズ,0,3,0,18,,山本将平,3,■,■,■,nan,nan,12,5,0,41.7,41.7,1.67,5,2,0,40.0,0,-,8,1,3,2,9.4,24,12,8,66.7,6,,,,,,,,
2020-11-28,JTサンダーズ広島,サントリーサンバーズ,0,3,0,21,,ロジャーズ海,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0,,,,,,,,
2020-11-28,JTサンダーズ広島,サントリーサンバーズ,0,3,0,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,68,26,6,38.2,29.4,8.67,13,5,1,38.5,6,2.00,53,3,6,10,7.5,60,22,22,55.0,35,83,54,4,65.1,4,1.33,4.4,67.4
2020-11-28,ジェイテクトSTINGS,FC東京,3,0,1,1,,藤中優斗,3,■,■,■,nan,nan,11,4,0,36.4,36.4,1.33,0,0,0,-,1,0.33,13,1,2,1,5.8,16,6,6,56.2,6,,,,,,,,
2020-11-28,ジェイテクトSTINGS,FC東京,3,0,1,2,,金丸晃大,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-28,ジェイテクトSTINGS,FC東京,3,0,1,3,,伏見大和,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-28,ジェイテクトSTINGS,FC東京,3,0,1,4,,福山汰一,3,■,■,■,nan,nan,8,1,1,12.5,0.0,0.33,0,0,0,-,3,1.00,14,2,1,4,19.6,0,0,0,-,6,,,,,,,,
2020-11-28,ジェイテクトSTINGS,FC東京,3,0,1,5,,饒書涵,3,■,■,■,nan,nan,18,7,3,38.9,22.2,2.33,0,0,0,-,2,0.67,10,1,0,2,15.0,0,0,0,-,10,,,,,,,,
2020-11-28,ジェイテクトSTINGS,FC東京,3,0,1,6,,フォンテレスフェリペ,3,■,■,■,nan,nan,19,8,0,42.1,42.1,2.67,0,0,0,-,0,-,7,0,0,2,7.1,22,5,10,45.5,8,,,,,,,,
2020-11-28,ジェイテクトSTINGS,FC東京,3,0,1,7,,柳澤広平,1,nan,□,nan,nan,nan,6,1,0,16.7,16.7,1.00,0,0,0,-,2,2.00,3,0,0,1,8.3,13,5,4,53.8,3,,,,,,,,
2020-11-28,ジェイテクトSTINGS,FC東京,3,0,1,10,,小林光輝,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-28,ジェイテクトSTINGS,FC東京,3,0,1,11,,袴谷亮介,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,2,0,-25.0,0,0,0,-,0,,,,,,,,
2020-11-28,ジェイテクトSTINGS,FC東京,3,0,1,12,L,興梠亮,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-28,ジェイテクトSTINGS,FC東京,3,0,1,14,,西田有志,3,■,■,■,nan,nan,48,22,5,45.8,35.4,7.33,20,8,4,40.0,3,1.00,15,2,3,11,26.7,0,0,0,-,27,,,,,,,,
2020-11-28,ジェイテクトSTINGS,FC東京,3,0,1,16,,久保山尚,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,2,0.67,11,0,0,1,2.3,0,0,0,-,2,,,,,,,,
2020-11-28,ジェイテクトSTINGS,FC東京,3,0,1,17,L,本間隆太,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,8,3,3,56.2,0,,,,,,,,
2020-11-28,ジェイテクトSTINGS,FC東京,3,0,1,19,,浅野博亮,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-28,ジェイテクトSTINGS,FC東京,3,0,1,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,110,43,9,39.1,30.9,14.33,20,8,4,40.0,13,4.33,75,6,8,22,12.7,59,19,23,51.7,62,106,44,3,41.5,6,2.00,3.5,52.3
2020-11-28,FC東京,ジェイテクトSTINGS,0,3,0,1,,迫田郭志,3,■,■,■,nan,nan,17,3,1,17.6,11.8,1.00,1,0,1,0.0,0,-,13,0,1,4,5.8,30,10,11,51.7,3,,,,,,,,
2020-11-28,FC東京,ジェイテクトSTINGS,0,3,0,3,,橘裕也,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,4,2,1,62.5,0,,,,,,,,
2020-11-28,FC東京,ジェイテクトSTINGS,0,3,0,4,,山田要平,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-28,FC東京,ジェイテクトSTINGS,0,3,0,5,,井上仁,2,nan,□,■,nan,nan,7,2,0,28.6,28.6,1.00,0,0,0,-,2,1.00,4,0,1,1,0.0,0,0,0,-,4,,,,,,,,
2020-11-28,FC東京,ジェイテクトSTINGS,0,3,0,8,,栗山英之,2,■,■,nan,nan,nan,3,1,0,33.3,33.3,0.50,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,1,,,,,,,,
2020-11-28,FC東京,ジェイテクトSTINGS,0,3,0,9,,手塚大,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-28,FC東京,ジェイテクトSTINGS,0,3,0,10,L,古賀太一郎,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,7,3,1,50.0,0,,,,,,,,
2020-11-28,FC東京,ジェイテクトSTINGS,0,3,0,14,,長友優磨,2,□,□,nan,nan,nan,5,2,0,40.0,40.0,1.00,3,2,0,66.7,1,0.50,3,0,0,2,16.7,0,0,0,-,3,,,,,,,,
2020-11-28,FC東京,ジェイテクトSTINGS,0,3,0,15,,谷口渉,1,nan,nan,□,nan,nan,2,2,0,100.0,100.0,2.00,0,0,0,-,0,-,2,0,0,0,0.0,7,3,2,57.1,2,,,,,,,,
2020-11-28,FC東京,ジェイテクトSTINGS,0,3,0,16,,手原紳,3,■,■,■,nan,nan,1,1,0,100.0,100.0,0.33,0,0,0,-,0,-,14,0,1,3,3.6,0,0,0,-,1,,,,,,,,
2020-11-28,FC東京,ジェイテクトSTINGS,0,3,0,18,,武藤鉄也,3,■,■,■,nan,nan,8,5,0,62.5,62.5,1.67,0,0,0,-,2,0.67,9,0,0,2,5.6,1,0,1,50.0,7,,,,,,,,
2020-11-28,FC東京,ジェイテクトSTINGS,0,3,0,19,,佐藤望実,3,■,■,■,nan,nan,27,10,0,37.0,37.0,3.33,1,0,0,0.0,1,0.33,13,1,3,2,5.8,16,7,2,50.0,12,,,,,,,,
2020-11-28,FC東京,ジェイテクトSTINGS,0,3,0,20,,プレモビッチピーター,3,■,■,■,nan,nan,36,18,2,50.0,44.4,6.00,21,12,1,57.1,0,-,9,0,4,2,-5.6,0,0,0,-,18,,,,,,,,
2020-11-28,FC東京,ジェイテクトSTINGS,0,3,0,21,,平田亮介,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-,0,,,,,,,,
2020-11-28,FC東京,ジェイテクトSTINGS,0,3,0,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,106,44,3,41.5,38.7,14.67,26,14,2,53.8,6,2.00,71,1,11,17,3.5,65,25,18,52.3,51,110,43,9,39.1,13,4.33,12.7,51.7
2020-11-29,東レアローズ,堺ブレイザーズ,3,1,1,1,,富松崇彰,2,nan,nan,■,■,nan,5,2,0,40.0,40.0,1.00,0,0,0,-,3,1.50,5,0,0,0,0.0,0,0,0,-,5,,,,,,,,
2020-11-29,東レアローズ,堺ブレイザーズ,3,1,1,2,,高橋健太郎,3,■,■,nan,□,nan,8,3,1,37.5,25.0,1.00,0,0,0,-,1,0.33,8,1,2,1,9.4,0,0,0,-,5,,,,,,,,
2020-11-29,東レアローズ,堺ブレイザーズ,3,1,1,3,L,山口拓海,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,30,14,7,58.3,0,,,,,,,,
2020-11-29,東レアローズ,堺ブレイザーズ,3,1,1,4,,パダルクリスティアン,4,■,■,■,■,nan,45,29,5,64.4,53.3,7.25,22,17,4,77.3,0,-,21,3,5,5,14.3,0,0,0,-,32,,,,,,,,
2020-11-29,東レアローズ,堺ブレイザーズ,3,1,1,5,,米山裕太,3,nan,□,□,□,nan,4,2,0,50.0,50.0,0.67,0,0,0,-,0,-,5,0,0,1,5.0,6,4,0,66.7,2,,,,,,,,
2020-11-29,東レアローズ,堺ブレイザーズ,3,1,1,6,,落合一貴,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-29,東レアローズ,堺ブレイザーズ,3,1,1,7,,峯村雄大,4,■,■,■,■,nan,12,7,0,58.3,58.3,1.75,0,0,0,-,0,-,12,0,4,0,-8.3,22,6,7,43.2,7,,,,,,,,
2020-11-29,東レアローズ,堺ブレイザーズ,3,1,1,9,,富田将馬,4,■,■,■,■,nan,18,11,2,61.1,50.0,2.75,1,0,0,0.0,0,-,12,0,2,2,0.0,15,10,3,76.7,11,,,,,,,,
2020-11-29,東レアローズ,堺ブレイザーズ,3,1,1,10,,星野秀知,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-29,東レアローズ,堺ブレイザーズ,3,1,1,14,,酒井啓輔,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,0,,,,,,,,
2020-11-29,東レアローズ,堺ブレイザーズ,3,1,1,15,,李博,4,■,■,■,■,nan,8,6,1,75.0,62.5,1.50,0,0,0,-,1,0.25,10,0,1,1,0.0,0,0,0,-,7,,,,,,,,
2020-11-29,東レアローズ,堺ブレイザーズ,3,1,1,17,,小澤宙輝,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-29,東レアローズ,堺ブレイザーズ,3,1,1,18,,鈴木悠二,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,0,1,5.0,0,0,0,-,0,,,,,,,,
2020-11-29,東レアローズ,堺ブレイザーズ,3,1,1,21,,藤井直伸,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,15,2,3,2,11.7,1,0,0,0.0,2,,,,,,,,
2020-11-29,東レアローズ,堺ブレイザーズ,3,1,1,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,100,60,9,60.0,51.0,15.00,23,17,4,73.9,5,1.25,94,6,18,13,5.1,74,34,17,57.4,71,100,51,11,51.0,6,1.50,5.1,71.6
2020-11-29,堺ブレイザーズ,東レアローズ,1,3,0,1,,松本慶彦,4,■,■,■,■,nan,10,4,3,40.0,10.0,1.00,0,0,0,-,2,0.50,12,0,1,2,2.1,3,1,2,66.7,6,,,,,,,,
2020-11-29,堺ブレイザーズ,東レアローズ,1,3,0,2,,樋口裕希,4,■,■,■,■,nan,19,10,1,52.6,47.4,2.50,7,4,1,57.1,1,0.25,14,0,3,2,-1.8,24,13,4,62.5,11,,,,,,,,
2020-11-29,堺ブレイザーズ,東レアローズ,1,3,0,4,,高野直哉,4,■,■,■,■,nan,18,8,2,44.4,33.3,2.00,3,3,0,100.0,0,-,11,0,1,6,11.4,26,17,7,78.8,8,,,,,,,,
2020-11-29,堺ブレイザーズ,東レアローズ,1,3,0,5,,堀江友裕,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-29,堺ブレイザーズ,東レアローズ,1,3,0,6,,山崎貴矢,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-,0,,,,,,,,
2020-11-29,堺ブレイザーズ,東レアローズ,1,3,0,7,,出耒田敬,4,■,■,■,■,nan,13,9,0,69.2,69.2,2.25,0,0,0,-,1,0.25,11,0,1,1,0.0,0,0,0,-,10,,,,,,,,
2020-11-29,堺ブレイザーズ,東レアローズ,1,3,0,8,,佐川翔,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-29,堺ブレイザーズ,東レアローズ,1,3,0,10,,千々木駿介,1,nan,nan,□,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-29,堺ブレイザーズ,東レアローズ,1,3,0,11,,関田誠大,4,■,■,■,■,nan,2,1,0,50.0,50.0,0.25,0,0,0,-,1,0.25,15,1,2,5,11.7,1,0,0,0.0,3,,,,,,,,
2020-11-29,堺ブレイザーズ,東レアローズ,1,3,0,12,,小池勇輝,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,1,1,0.0,1,0,0,0.0,0,,,,,,,,
2020-11-29,堺ブレイザーズ,東レアローズ,1,3,0,14,,山口頌平,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0,,,,,,,,
2020-11-29,堺ブレイザーズ,東レアローズ,1,3,0,20,L,山本智大,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,18,14,2,83.3,0,,,,,,,,
2020-11-29,堺ブレイザーズ,東レアローズ,1,3,0,23,,鵜野幸也,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-29,堺ブレイザーズ,東レアローズ,1,3,0,24,,ジョンウェント,4,■,■,■,■,nan,36,19,5,52.8,38.9,4.75,23,10,5,43.5,1,0.25,18,1,3,6,9.7,1,0,1,50.0,21,,,,,,,,
2020-11-29,堺ブレイザーズ,東レアローズ,1,3,0,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,100,51,11,51.0,40.0,12.75,33,17,6,51.5,6,1.50,88,2,13,23,5.1,74,45,16,71.6,59,100,60,9,60.0,5,1.25,5.1,57.4
2020-11-29,ウルフドッグス名古屋,大分三好ヴァイセアドラー,3,0,1,1,,山田脩造,3,■,■,■,nan,nan,9,4,1,44.4,33.3,1.33,0,0,0,-,2,0.67,8,1,4,1,3.1,9,2,2,33.3,7,,,,,,,,
2020-11-29,ウルフドッグス名古屋,大分三好ヴァイセアドラー,3,0,1,2,,山近哲,3,■,■,■,nan,nan,5,3,0,60.0,60.0,1.00,0,0,0,-,2,0.67,8,0,1,3,6.2,0,0,0,-,5,,,,,,,,
2020-11-29,ウルフドッグス名古屋,大分三好ヴァイセアドラー,3,0,1,5,,前田一誠,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,18,0,2,2,0.0,0,0,0,-,0,,,,,,,,
2020-11-29,ウルフドッグス名古屋,大分三好ヴァイセアドラー,3,0,1,6,,近裕崇,3,■,■,■,nan,nan,10,5,0,50.0,50.0,1.67,0,0,0,-,2,0.67,16,0,1,8,10.9,4,0,2,25.0,7,,,,,,,,
2020-11-29,ウルフドッグス名古屋,大分三好ヴァイセアドラー,3,0,1,7,,白岩直也,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-29,ウルフドッグス名古屋,大分三好ヴァイセアドラー,3,0,1,9,,ユンボンウ,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-29,ウルフドッグス名古屋,大分三好ヴァイセアドラー,3,0,1,11,,傳田亮太,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-29,ウルフドッグス名古屋,大分三好ヴァイセアドラー,3,0,1,14,,椿山竜介,3,■,■,■,nan,nan,30,17,0,56.7,56.7,5.67,2,1,0,50.0,0,-,7,0,1,4,10.7,0,0,0,-,17,,,,,,,,
2020-11-29,ウルフドッグス名古屋,大分三好ヴァイセアドラー,3,0,1,20,L,川口太一,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2020-11-29,ウルフドッグス名古屋,大分三好ヴァイセアドラー,3,0,1,21,,永露元稀,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,6,1,0,2,25.0,0,0,0,-,1,,,,,,,,
