試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2020-11-08,東レアローズ,4,,白井美沙紀,2,nan,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,,,,,,,,
2020-11-08,東レアローズ,5,,中田紫乃,2,nan,□,nan,□,nan,2,1,0,50.0,50.0,0.50,0,0,0,-,0,-,0,0,0,0,-,6,3,0,50.0,,,,,,,,
2020-11-08,東レアローズ,6,L,中島未来,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-08,東レアローズ,7,,クランヤナ,5,■,■,■,■,■,53,23,0,43.4,43.4,4.60,3,3,0,100.0,3,0.60,12,0,0,6,12.5,0,0,0,-,,,,,,,,
2020-11-08,東レアローズ,8,,小川愛里奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-08,東レアローズ,9,,黒後愛,5,■,■,■,■,■,39,16,3,41.0,33.3,3.20,6,1,0,16.7,0,-,16,1,2,1,4.7,48,23,9,57.3,,,,,,,,
2020-11-08,東レアローズ,10,,関菜々巳,5,■,■,■,■,■,1,1,0,100.0,100.0,0.20,0,0,0,-,0,-,12,0,1,3,4.2,0,0,0,-,,,,,,,,
2020-11-08,東レアローズ,11,L,水杉玲奈,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,17,10,3,67.6,,,,,,,,
2020-11-08,東レアローズ,12,,石川真佑,5,■,■,■,■,■,29,8,3,27.6,17.2,1.60,5,0,1,0.0,1,0.20,18,0,5,3,-2.8,8,6,1,81.2,,,,,,,,
2020-11-08,東レアローズ,13,,野呂加南子,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-11-08,東レアローズ,14,,大崎琴未,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-11-08,東レアローズ,15,,坂本侑,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-,,,,,,,,
2020-11-08,東レアローズ,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,145,64,8,44.1,38.6,12.80,14,4,1,28.6,8,1.60,106,2,10,22,4.7,81,42,13,59.9,169,60,16,35.5,9,1.80,7.8,68.9
2020-11-08,日立リヴァーレ,1,,上坂瑠子,5,■,■,■,■,■,55,17,6,30.9,20.0,3.40,4,1,0,25.0,1,0.20,21,0,1,4,3.6,27,17,5,72.2,,,,,,,,
2020-11-08,日立リヴァーレ,2,,小野寺友香,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,,,,,,,,
2020-11-08,日立リヴァーレ,3,,堀井有蘭,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-08,日立リヴァーレ,4,,窪田美侑,5,■,■,■,■,■,17,7,2,41.2,29.4,1.40,1,0,0,0.0,1,0.20,17,2,2,3,13.2,45,25,7,63.3,,,,,,,,
2020-11-08,日立リヴァーレ,5,,タップハンナ,5,■,■,■,■,■,20,5,3,25.0,10.0,1.00,0,0,0,-,2,0.40,10,0,0,1,2.5,0,0,0,-,,,,,,,,
2020-11-08,日立リヴァーレ,6,,芳賀舞波,1,nan,nan,nan,□,nan,1,1,0,100.0,100.0,1.00,0,0,0,-,2,2.00,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-11-08,日立リヴァーレ,7,,齋藤加奈子,3,□,nan,□,nan,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,4,3,1,87.5,,,,,,,,
2020-11-08,日立リヴァーレ,10,L,小池杏菜,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,10,0,83.3,,,,,,,,
2020-11-08,日立リヴァーレ,11,,中村安里,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-08,日立リヴァーレ,13,,長内美和子,5,■,■,■,■,■,57,20,4,35.1,28.1,4.00,8,2,1,25.0,0,-,13,1,4,4,7.7,0,0,0,-,,,,,,,,
2020-11-08,日立リヴァーレ,14,,入澤まい,5,■,■,■,■,■,10,7,1,70.0,60.0,1.40,0,0,0,-,3,0.60,17,1,3,6,10.3,1,0,0,0.0,,,,,,,,
2020-11-08,日立リヴァーレ,18,,境紗里奈,2,□,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,1,0,1,62.5,0,0,0,-,,,,,,,,
2020-11-08,日立リヴァーレ,19,,野中瑠衣,3,□,□,nan,□,nan,6,2,0,33.3,33.3,0.67,0,0,0,-,0,-,2,0,0,0,0.0,6,4,0,66.7,,,,,,,,
2020-11-08,日立リヴァーレ,21,,雑賀恵斗,5,■,■,■,■,■,3,1,0,33.3,33.3,0.20,0,0,0,-,0,-,12,0,2,4,4.2,0,0,0,-,,,,,,,,
2020-11-08,日立リヴァーレ,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,169,60,16,35.5,26.0,12.00,13,3,1,23.1,9,1.80,96,5,13,23,7.8,95,59,13,68.9,145,64,8,44.1,8,1.60,4.7,59.9
2020-11-08,岡山シーガルズ,4,,吉岡美晴,4,■,■,■,■,nan,48,16,2,33.3,29.2,4.00,0,0,0,-,0,-,12,0,0,2,4.2,49,27,6,61.2,,,,,,,,
2020-11-08,岡山シーガルズ,5,,宇賀神みずき,4,□,■,■,■,nan,2,1,0,50.0,50.0,0.25,0,0,0,-,0,-,13,2,0,2,19.2,2,0,0,0.0,,,,,,,,
2020-11-08,岡山シーガルズ,6,,渡邊真恵,4,■,■,■,■,nan,28,9,3,32.1,21.4,2.25,5,0,1,0.0,1,0.25,14,0,0,1,1.8,4,2,1,62.5,,,,,,,,
2020-11-08,岡山シーガルズ,8,,及川真夢,1,■,nan,nan,nan,nan,4,3,0,75.0,75.0,3.00,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-,,,,,,,,
2020-11-08,岡山シーガルズ,9,,高柳有里,1,□,nan,nan,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-08,岡山シーガルズ,10,,西村弥菜美,2,nan,nan,□,□,nan,3,1,1,33.3,0.0,0.50,0,0,0,-,1,0.50,2,0,0,0,0.0,4,2,1,62.5,,,,,,,,
2020-11-08,岡山シーガルズ,12,,居村杏奈,4,□,■,■,□,nan,19,8,1,42.1,36.8,2.00,0,0,0,-,0,-,11,0,1,2,2.3,0,0,0,-,,,,,,,,
2020-11-08,岡山シーガルズ,14,,宮下遥,2,■,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,1,0,-6.2,0,0,0,-,,,,,,,,
2020-11-08,岡山シーガルズ,18,,金田修佳,4,■,■,■,■,nan,63,18,2,28.6,25.4,4.50,0,0,0,-,0,-,13,0,1,1,0.0,17,7,5,55.9,,,,,,,,
2020-11-08,岡山シーガルズ,20,L,丸山亜季,2,〇,〇,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-08,岡山シーガルズ,22,,船田芽依,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,2,12.5,5,2,2,60.0,,,,,,,,
2020-11-08,岡山シーガルズ,26,,長瀬そら,3,nan,□,□,■,nan,11,3,0,27.3,27.3,1.00,0,0,0,-,0,-,6,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-11-08,岡山シーガルズ,27,L,楢崎慈恵,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,7,5,63.3,,,,,,,,
2020-11-08,岡山シーガルズ,28,,川島亜依美,4,■,■,■,■,nan,25,11,0,44.0,44.0,2.75,0,0,0,-,3,0.75,14,0,0,2,3.6,1,0,0,0.0,,,,,,,,
2020-11-08,岡山シーガルズ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,205,70,9,34.1,29.8,17.50,5,0,1,0.0,5,1.25,95,2,4,12,4.2,97,47,20,58.8,222,78,10,35.1,3,0.75,9.3,79.7
2020-11-08,デンソーエアリービーズ,1,,中元南,4,■,■,■,■,nan,55,13,2,23.6,20.0,3.25,0,0,0,-,0,-,18,0,0,5,6.9,34,23,6,76.5,,,,,,,,
2020-11-08,デンソーエアリービーズ,5,,大竹里歩,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-08,デンソーエアリービーズ,6,,田代佳奈美,3,■,■,nan,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,8,0,0,3,9.4,0,0,0,-,,,,,,,,
2020-11-08,デンソーエアリービーズ,10,,森谷史佳,2,■,■,nan,nan,nan,14,4,0,28.6,28.6,2.00,0,0,0,-,0,-,6,0,0,1,4.2,0,0,0,-,,,,,,,,
2020-11-08,デンソーエアリービーズ,11,L,井上琴絵,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,11,3,89.3,,,,,,,,
2020-11-08,デンソーエアリービーズ,13,,奥村麻依,4,■,■,■,■,nan,21,6,0,28.6,28.6,1.50,0,0,0,-,2,0.50,16,0,0,5,7.8,0,0,0,-,,,,,,,,
2020-11-08,デンソーエアリービーズ,14,,松井珠己,4,□,□,■,■,nan,8,4,0,50.0,50.0,1.00,0,0,0,-,0,-,10,0,0,1,2.5,0,0,0,-,,,,,,,,
2020-11-08,デンソーエアリービーズ,15,,鍋谷友理枝,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-08,デンソーエアリービーズ,16,,横田真未,3,nan,□,■,■,nan,17,8,1,47.1,41.2,2.67,0,0,0,-,0,-,9,0,0,6,16.7,0,0,0,-,,,,,,,,
2020-11-08,デンソーエアリービーズ,19,,福留慧美,3,□,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,5,3,1,70.0,,,,,,,,
2020-11-08,デンソーエアリービーズ,20,,東谷玲衣奈,4,□,□,■,■,nan,32,14,2,43.8,37.5,3.50,3,1,0,33.3,1,0.25,7,0,0,1,3.6,19,13,3,76.3,,,,,,,,
2020-11-08,デンソーエアリービーズ,21,,工藤嶺,4,■,■,□,□,nan,21,3,2,14.3,4.8,0.75,4,2,1,50.0,0,-,6,0,0,2,8.3,6,6,0,100.0,,,,,,,,
2020-11-08,デンソーエアリービーズ,22,,プラマーキャサリン,4,■,■,■,■,nan,53,26,3,49.1,43.4,6.50,12,7,0,58.3,0,-,19,2,1,6,17.1,13,10,0,76.9,,,,,,,,
2020-11-08,デンソーエアリービーズ,24,,兵頭由希,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-08,デンソーエアリービーズ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,222,78,10,35.1,30.6,19.50,19,10,1,52.6,3,0.75,99,2,1,30,9.3,91,66,13,79.7,205,70,9,34.1,5,1.25,4.2,58.8
2020-11-14,KUROBEアクアフェアリーズ,1,,丸山紗季,2,□,nan,nan,nan,□,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,2,1,1,75.0,,,,,,,,
2020-11-14,KUROBEアクアフェアリーズ,3,,間橋香織,5,■,■,■,■,■,35,13,4,37.1,25.7,2.60,3,1,0,33.3,1,0.20,21,1,1,7,11.9,29,10,12,55.2,,,,,,,,
2020-11-14,KUROBEアクアフェアリーズ,4,,馬場ゆりか,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-14,KUROBEアクアフェアリーズ,9,,舛田紗淑,5,■,■,■,■,■,54,19,3,35.2,29.6,3.80,1,0,0,0.0,1,0.20,21,1,3,9,11.9,48,27,6,62.5,,,,,,,,
2020-11-14,KUROBEアクアフェアリーズ,10,,リーシモーン,5,■,■,■,■,■,73,25,4,34.2,28.8,5.00,15,8,1,53.3,1,0.20,14,3,0,5,30.4,1,0,1,50.0,,,,,,,,
2020-11-14,KUROBEアクアフェアリーズ,11,,杉原若葉,3,■,■,■,nan,nan,16,5,1,31.2,25.0,1.67,0,0,0,-,1,0.33,10,0,1,6,12.5,0,0,0,-,,,,,,,,
2020-11-14,KUROBEアクアフェアリーズ,12,,浮島杏加子,2,nan,nan,□,□,nan,11,4,0,36.4,36.4,2.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-14,KUROBEアクアフェアリーズ,13,,梅津憂理,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,3,2,0,66.7,,,,,,,,
2020-11-14,KUROBEアクアフェアリーズ,14,,細沼綾,5,■,■,■,■,■,13,7,1,53.8,46.2,1.40,0,0,0,-,0,-,10,0,0,5,12.5,1,0,0,0.0,,,,,,,,
2020-11-14,KUROBEアクアフェアリーズ,15,,小西愛衣,5,■,■,■,■,■,3,1,0,33.3,33.3,0.20,0,0,0,-,0,-,14,0,0,1,1.8,0,0,0,-,,,,,,,,
2020-11-14,KUROBEアクアフェアリーズ,16,,星加輝,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,,,,,,,,
2020-11-14,KUROBEアクアフェアリーズ,18,L,立石優華,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,7,3,56.7,,,,,,,,
2020-11-14,KUROBEアクアフェアリーズ,19,,小杉凜華,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,,,,,,,,
2020-11-14,KUROBEアクアフェアリーズ,21,,道下ひなの,4,nan,□,□,■,■,4,0,0,0.0,0.0,-,0,0,0,-,0,-,8,0,0,1,3.1,0,0,0,-,,,,,,,,
2020-11-14,KUROBEアクアフェアリーズ,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,209,74,13,35.4,29.2,14.80,19,9,1,47.4,4,0.80,105,5,5,38,12.6,99,47,23,59.1,189,71,13,37.6,8,1.60,11.6,53.5
2020-11-14,久光スプリングス,1,,長岡望悠,5,■,■,■,■,■,48,26,0,54.2,54.2,5.20,8,4,0,50.0,2,0.40,16,0,2,1,-1.6,0,0,0,-,,,,,,,,
2020-11-14,久光スプリングス,2,,井上美咲,5,■,■,■,■,■,3,2,0,66.7,66.7,0.40,0,0,0,-,1,0.20,19,3,1,10,27.6,0,0,0,-,,,,,,,,
2020-11-14,久光スプリングス,4,,岩坂名奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-14,久光スプリングス,5,,井上愛里沙,1,■,nan,nan,nan,nan,8,1,1,12.5,0.0,1.00,0,0,0,-,0,-,3,0,0,1,8.3,7,0,0,0.0,,,,,,,,
2020-11-14,久光スプリングス,6,,石井優希,5,■,■,■,■,■,53,19,6,35.8,24.5,3.80,4,0,1,0.0,2,0.40,14,0,0,3,5.4,45,25,6,62.2,,,,,,,,
2020-11-14,久光スプリングス,7,,加藤光,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,10,0,0,3,7.5,0,0,0,-,,,,,,,,
2020-11-14,久光スプリングス,8,,野本梨佳,5,□,■,■,■,■,44,10,2,22.7,18.2,2.00,4,0,0,0.0,0,-,14,0,1,3,3.6,17,5,2,35.3,,,,,,,,
2020-11-14,久光スプリングス,10,,座安琴希,4,nan,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,4,3,1,87.5,,,,,,,,
2020-11-14,久光スプリングス,12,,今村優香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-14,久光スプリングス,14,,中川美柚,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-14,久光スプリングス,16,,アキンラデウォフォルケ,5,■,■,■,■,■,15,5,1,33.3,26.7,1.00,0,0,0,-,3,0.60,18,4,3,5,25.0,1,0,0,0.0,,,,,,,,
2020-11-14,久光スプリングス,17,,濱松明日香,5,■,■,■,■,■,18,8,3,44.4,27.8,1.60,0,0,0,-,0,-,13,0,0,3,5.8,0,0,0,-,,,,,,,,
2020-11-14,久光スプリングス,18,L,戸江真奈,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,25,12,7,62.0,,,,,,,,
2020-11-14,久光スプリングス,24,,小島絢野,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-14,久光スプリングス,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,189,71,13,37.6,30.7,14.20,16,4,1,25.0,8,1.60,108,7,7,29,11.6,99,45,16,53.5,209,74,13,35.4,4,0.80,12.6,59.1
2020-11-14,デンソーエアリービーズ,1,,中元南,2,■,■,nan,nan,nan,8,0,2,0.0,-25.0,-,2,0,0,0.0,0,-,4,0,0,0,0.0,14,7,2,57.1,,,,,,,,
2020-11-14,デンソーエアリービーズ,5,,大竹里歩,1,nan,□,nan,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-14,デンソーエアリービーズ,6,,田代佳奈美,5,■,■,■,■,■,2,0,0,0.0,0.0,-,0,0,0,-,1,0.20,8,0,1,2,3.1,0,0,0,-,,,,,,,,
2020-11-14,デンソーエアリービーズ,10,,森谷史佳,1,nan,nan,nan,nan,□,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,,,,,,,,
2020-11-14,デンソーエアリービーズ,11,L,井上琴絵,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,20,10,4,60.0,,,,,,,,
2020-11-14,デンソーエアリービーズ,13,,奥村麻依,5,■,■,■,■,■,15,8,0,53.3,53.3,1.60,0,0,0,-,4,0.80,16,0,1,1,0.0,0,0,0,-,,,,,,,,
2020-11-14,デンソーエアリービーズ,14,,松井珠己,2,□,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,,,,,,,,
2020-11-14,デンソーエアリービーズ,15,,鍋谷友理枝,4,nan,□,■,■,■,35,18,1,51.4,48.6,4.50,2,1,0,50.0,1,0.25,13,0,0,3,5.8,16,9,4,68.8,,,,,,,,
2020-11-14,デンソーエアリービーズ,16,,横田真未,5,■,■,■,■,■,19,9,0,47.4,47.4,1.80,0,0,0,-,1,0.20,21,2,1,8,17.9,0,0,0,-,,,,,,,,
2020-11-14,デンソーエアリービーズ,19,,福留慧美,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,4,1,1,37.5,,,,,,,,
2020-11-14,デンソーエアリービーズ,20,,東谷玲衣奈,1,□,nan,nan,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,1,0,1,50.0,,,,,,,,
2020-11-14,デンソーエアリービーズ,21,,工藤嶺,5,■,■,■,■,■,35,16,1,45.7,42.9,3.20,13,6,0,46.2,2,0.40,19,0,2,5,3.9,22,11,2,54.5,,,,,,,,
2020-11-14,デンソーエアリービーズ,22,,プラマーキャサリン,2,■,■,nan,nan,nan,11,3,0,27.3,27.3,1.50,1,1,0,100.0,2,1.00,5,0,0,1,5.0,1,0,1,50.0,,,,,,,,
2020-11-14,デンソーエアリービーズ,24,,兵頭由希,4,nan,□,■,■,■,44,14,1,31.8,29.5,3.50,4,1,0,25.0,0,-,15,0,0,2,3.3,8,2,3,43.8,,,,,,,,
2020-11-14,デンソーエアリービーズ,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,172,68,5,39.5,36.6,13.60,22,9,0,40.9,11,2.20,106,2,5,24,6.4,86,40,18,57.0,194,72,7,37.1,8,1.60,11.1,58.4
2020-11-14,東レアローズ,1,,井上奈々朱,2,nan,nan,nan,□,■,2,0,0,0.0,0.0,-,0,0,0,-,1,0.50,4,2,0,0,50.0,0,0,0,-,,,,,,,,
2020-11-14,東レアローズ,2,,大野果歩,5,■,■,■,■,■,15,5,0,33.3,33.3,1.00,0,0,0,-,2,0.40,12,0,3,2,-2.1,1,0,0,0.0,,,,,,,,
2020-11-14,東レアローズ,3,,伊藤望,2,□,nan,nan,nan,□,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-,,,,,,,,
2020-11-14,東レアローズ,4,,白井美沙紀,4,□,□,□,nan,□,0,0,0,,,-,0,0,0,-,0,-,3,0,1,0,-8.3,0,0,0,-,,,,,,,,
2020-11-14,東レアローズ,5,,中田紫乃,3,□,□,□,nan,nan,2,1,0,50.0,50.0,0.33,0,0,0,-,0,-,0,0,0,0,-,2,1,1,75.0,,,,,,,,
2020-11-14,東レアローズ,6,L,中島未来,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,22,14,5,75.0,,,,,,,,
2020-11-14,東レアローズ,7,,クランヤナ,5,■,■,■,■,■,76,27,1,35.5,34.2,5.40,12,5,0,41.7,0,-,23,4,3,6,20.7,0,0,0,-,,,,,,,,
2020-11-14,東レアローズ,8,,小川愛里奈,4,■,■,■,■,nan,16,4,1,25.0,18.8,1.00,0,0,0,-,1,0.25,11,1,1,2,11.4,0,0,0,-,,,,,,,,
2020-11-14,東レアローズ,9,,黒後愛,5,■,■,■,■,■,36,12,2,33.3,27.8,2.40,3,0,0,0.0,0,-,14,0,1,4,5.4,33,13,14,60.6,,,,,,,,
2020-11-14,東レアローズ,10,,関菜々巳,5,■,■,■,■,■,2,2,0,100.0,100.0,0.40,0,0,0,-,0,-,13,2,0,3,21.2,1,0,0,0.0,,,,,,,,
2020-11-14,東レアローズ,11,L,水杉玲奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-14,東レアローズ,12,,石川真佑,5,■,■,■,■,■,45,21,3,46.7,40.0,4.20,9,2,1,22.2,4,0.80,18,0,2,4,2.8,42,14,14,50.0,,,,,,,,
2020-11-14,東レアローズ,13,,野呂加南子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-14,東レアローズ,14,,大崎琴未,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-11-14,東レアローズ,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,194,72,7,37.1,33.5,14.40,24,7,1,29.2,8,1.60,101,9,12,21,11.1,101,42,34,58.4,172,68,5,39.5,11,2.20,6.4,57.0
2020-11-14,NECレッドロケッツ,1,,島村春世,3,■,■,■,nan,nan,8,5,0,62.5,62.5,1.67,0,0,0,-,0,-,9,0,0,1,2.8,0,0,0,-,,,,,,,,
2020-11-14,NECレッドロケッツ,2,,古賀紗理那,3,■,■,■,nan,nan,34,16,2,47.1,41.2,5.33,1,0,0,0.0,1,0.33,12,0,0,7,14.6,11,4,2,45.5,,,,,,,,
2020-11-14,NECレッドロケッツ,3,,塚田しおり,2,■,nan,□,nan,nan,2,2,0,100.0,100.0,1.00,0,0,0,-,0,-,6,0,0,3,12.5,0,0,0,-,,,,,,,,
2020-11-14,NECレッドロケッツ,6,,上野香織,1,nan,nan,□,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,1,1.00,3,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-11-14,NECレッドロケッツ,8,,野嶋華澄,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-11-14,NECレッドロケッツ,9,,廣瀬七海,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-14,NECレッドロケッツ,10,,澤田由佳,3,□,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,10,0,0,3,7.5,1,0,0,0.0,,,,,,,,
2020-11-14,NECレッドロケッツ,11,,古谷ちなみ,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-14,NECレッドロケッツ,12,,山内美咲,3,■,■,□,nan,nan,12,3,0,25.0,25.0,1.00,0,0,0,-,0,-,5,0,1,3,10.0,12,2,5,37.5,,,,,,,,
2020-11-14,NECレッドロケッツ,13,,山田二千華,3,■,■,■,nan,nan,10,4,0,40.0,40.0,1.33,0,0,0,-,1,0.33,9,0,1,3,5.6,2,0,0,0.0,,,,,,,,
2020-11-14,NECレッドロケッツ,15,,吉田あゆみ,2,nan,□,■,nan,nan,13,7,1,53.8,46.2,3.50,0,0,0,-,0,-,6,0,0,1,4.2,24,6,5,35.4,,,,,,,,
2020-11-14,NECレッドロケッツ,16,L,小島満菜美,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,4,1,37.5,,,,,,,,
2020-11-14,NECレッドロケッツ,18,L,佐藤澪,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-14,NECレッドロケッツ,23,,オズソイネリマン,3,■,■,■,nan,nan,42,8,2,19.0,14.3,2.67,9,3,1,33.3,3,1.00,7,0,0,1,3.6,0,0,0,-,,,,,,,,
2020-11-14,NECレッドロケッツ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,123,45,5,36.6,32.5,15.00,10,3,1,30.0,6,2.00,68,0,2,22,7.4,62,16,13,36.3,127,51,5,40.2,12,4.00,13.5,54.5
2020-11-14,トヨタ車体クインシーズ,1,,鴫原ひなた,3,■,■,■,nan,nan,17,8,1,47.1,41.2,2.67,0,0,0,-,1,0.33,11,1,0,5,20.5,24,14,6,70.8,,,,,,,,
2020-11-14,トヨタ車体クインシーズ,2,,稲葉早生,1,nan,□,nan,nan,nan,1,0,1,0.0,-100.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-14,トヨタ車体クインシーズ,6,,村永奈央,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-14,トヨタ車体クインシーズ,7,,渡邊彩,3,■,■,■,nan,nan,21,11,0,52.4,52.4,3.67,0,0,0,-,1,0.33,11,0,0,6,13.6,1,1,0,100.0,,,,,,,,
